HOURLY,HOUR,TEMP,RH,WD,WS,PRECIP
13/09/2024,0,8.0,96.0,310.0,1.8,0.0
13/09/2024,1,7.9,96.0,253.0,3.7,0.0
13/09/2024,2,6.4,94.0,290.0,2.6,0.0
13/09/2024,3,6.3,96.0,320.0,1.6,0.0
13/09/2024,4,4.6,94.0,323.0,2.5,0.0
13/09/2024,5,4.8,95.0,294.0,2.8,0.0
13/09/2024,6,4.4,97.0,274.0,4.1,0.0
13/09/2024,7,3.8,98.0,242.0,2.7,0.0
13/09/2024,8,4.5,96.0,206.0,5.5,0.0
13/09/2024,9,7.5,87.0,223.0,8.7,0.0
13/09/2024,10,10.5,76.0,217.0,8.2,0.0
13/09/2024,11,14.1,59.0,202.0,9.8,0.0
13/09/2024,12,15.8,41.0,226.0,12.4,0.0
13/09/2024,13,17.3,41.0,226.0,12.2,0.0
13/09/2024,14,17.3,37.0,224.0,14.7,0.0
13/09/2024,15,16.8,37.0,222.0,15.1,0.0
13/09/2024,16,15.9,37.0,243.0,11.7,0.0
13/09/2024,17,15.1,44.0,261.0,6.7,0.0
13/09/2024,18,14.4,48.0,236.0,9.1,0.0
13/09/2024,19,13.4,52.0,239.0,6.8,0.0
13/09/2024,20,12.7,54.0,239.0,6.3,0.0
13/09/2024,21,11.1,62.0,231.0,6.4,0.0
13/09/2024,22,10.3,65.0,226.0,6.3,0.0
13/09/2024,23,8.7,73.0,199.0,3.8,0.0
14/09/2024,0,7.8,79.0,288.0,1.9,0.0
14/09/2024,1,6.5,84.0,249.0,2.1,0.0
14/09/2024,2,5.3,90.0,213.0,1.4,0.0
14/09/2024,3,6.4,83.0,196.0,2.7,0.0
14/09/2024,4,7.6,80.0,225.0,5.8,0.0
14/09/2024,5,8.0,77.0,225.0,8.5,0.0
14/09/2024,6,7.9,78.0,220.0,8.1,0.0
14/09/2024,7,7.8,80.0,223.0,7.6,0.0
14/09/2024,8,8.7,78.0,226.0,7.4,0.0
14/09/2024,9,9.6,78.0,226.0,8.2,0.0
14/09/2024,10,11.4,73.0,238.0,7.5,0.0
14/09/2024,11,12.6,62.0,237.0,6.2,0.0
14/09/2024,12,12.4,63.0,234.0,7.4,0.0
14/09/2024,13,13.3,58.0,225.0,9.8,0.0
14/09/2024,14,12.7,61.0,229.0,12.2,0.0
14/09/2024,15,13.6,59.0,233.0,10.4,0.0
14/09/2024,16,14.9,51.0,231.0,9.7,0.0
14/09/2024,17,13.5,50.0,239.0,10.7,0.0
14/09/2024,18,11.7,59.0,248.0,6.6,0.0
14/09/2024,19,9.4,77.0,246.0,5.6,0.0
14/09/2024,20,8.3,85.0,230.0,4.6,0.0
14/09/2024,21,7.9,85.0,227.0,7.6,0.0
14/09/2024,22,6.7,87.0,230.0,4.9,0.0
14/09/2024,23,6.0,92.0,231.0,3.6,0.0
15/09/2024,0,6.3,90.0,230.0,5.4,0.0
15/09/2024,1,5.7,92.0,225.0,5.2,0.0
15/09/2024,2,4.9,94.0,219.0,6.9,0.0
15/09/2024,3,3.6,94.0,236.0,4.1,0.0
15/09/2024,4,4.1,95.0,252.0,3.2,0.0
15/09/2024,5,4.6,92.0,230.0,6.9,0.0
15/09/2024,6,4.4,93.0,228.0,5.3,0.0
15/09/2024,7,4.7,92.0,233.0,5.2,0.0
15/09/2024,8,5.4,89.0,223.0,5.5,0.0
15/09/2024,9,7.5,83.0,230.0,7.4,0.0
15/09/2024,10,10.2,73.0,229.0,9.3,0.0
15/09/2024,11,12.4,58.0,226.0,8.9,0.0
15/09/2024,12,14.0,45.0,220.0,6.4,0.0
15/09/2024,13,15.8,38.0,230.0,6.6,0.0
15/09/2024,14,15.7,40.0,217.0,9.0,0.0
15/09/2024,15,16.3,37.0,219.0,8.3,0.0
15/09/2024,16,16.3,36.0,217.0,9.0,0.0
15/09/2024,17,16.7,36.0,220.0,10.0,0.0
15/09/2024,18,14.4,46.0,224.0,8.1,0.0
15/09/2024,19,9.4,68.0,244.0,4.1,0.0
15/09/2024,20,7.6,74.0,304.0,3.7,0.0
15/09/2024,21,6.5,77.0,308.0,2.4,0.0
15/09/2024,22,4.8,85.0,285.0,2.5,0.0
15/09/2024,23,4.8,85.0,310.0,2.2,0.0
16/09/2024,0,3.5,90.0,246.0,2.2,0.0
16/09/2024,1,3.7,87.0,231.0,4.0,0.0
16/09/2024,2,2.1,90.0,220.0,3.5,0.0
16/09/2024,3,2.0,92.0,219.0,3.4,0.0
16/09/2024,4,1.6,90.0,215.0,6.7,0.0
16/09/2024,5,1.2,91.0,226.0,5.4,0.0
16/09/2024,6,0.8,90.0,218.0,5.7,0.0
16/09/2024,7,0.5,91.0,223.0,6.7,0.0
16/09/2024,8,3.3,80.0,224.0,9.5,0.0
16/09/2024,9,6.0,68.0,228.0,10.9,0.0
16/09/2024,10,9.9,56.0,221.0,11.8,0.0
16/09/2024,11,13.1,45.0,222.0,13.9,0.0
16/09/2024,12,16.5,31.0,218.0,11.5,0.0
16/09/2024,13,17.6,28.0,218.0,10.1,0.0
16/09/2024,14,19.1,23.0,214.0,9.1,0.0
16/09/2024,15,19.8,24.0,223.0,9.9,0.0
16/09/2024,16,20.1,26.0,227.0,10.3,0.0
16/09/2024,17,19.6,27.0,234.0,8.0,0.0
16/09/2024,18,17.5,30.0,248.0,5.3,0.0
16/09/2024,19,12.0,48.0,237.0,2.7,0.0
16/09/2024,20,10.0,56.0,265.0,2.5,0.0
16/09/2024,21,7.1,69.0,340.0,2.3,0.0
16/09/2024,22,5.5,76.0,333.0,2.2,0.0
16/09/2024,23,4.3,80.0,331.0,1.8,0.0
17/09/2024,0,3.0,83.0,284.0,1.5,0.0
17/09/2024,1,2.6,90.0,347.0,1.8,0.0
17/09/2024,2,1.3,93.0,342.0,1.7,0.0
17/09/2024,3,1.2,90.0,272.0,1.5,0.0
17/09/2024,4,0.4,95.0,169.0,1.1,0.0
17/09/2024,5,-0.9,96.0,41.0,1.3,0.0
17/09/2024,6,-1.7,96.0,31.0,1.1,0.0
17/09/2024,7,-0.9,97.0,43.0,1.6,0.0
17/09/2024,8,3.6,85.0,205.0,2.5,0.0
17/09/2024,9,6.9,70.0,217.0,4.7,0.0
17/09/2024,10,9.9,57.0,223.0,4.7,0.0
17/09/2024,11,14.1,49.0,128.0,2.4,0.0
17/09/2024,12,16.2,45.0,49.0,6.4,0.0
17/09/2024,13,18.5,45.0,49.0,8.8,0.0
17/09/2024,14,19.9,41.0,38.0,8.7,0.0
17/09/2024,15,20.7,36.0,81.0,6.7,0.0
17/09/2024,16,21.0,36.0,131.0,7.1,0.0
17/09/2024,17,19.4,42.0,99.0,7.8,0.0
17/09/2024,18,17.6,51.0,63.0,6.6,0.0
17/09/2024,19,15.6,61.0,29.0,7.6,0.0
17/09/2024,20,15.0,63.0,36.0,7.2,0.0
17/09/2024,21,10.1,71.0,345.0,4.0,0.0
17/09/2024,22,7.7,81.0,344.0,1.4,0.0
17/09/2024,23,6.2,85.0,348.0,0.4,0.0
18/09/2024,0,5.5,90.0,245.0,1.6,0.0
18/09/2024,1,4.1,91.0,278.0,1.5,0.0
18/09/2024,2,3.9,93.0,247.0,1.9,0.0
18/09/2024,3,2.8,95.0,298.0,0.8,0.0
18/09/2024,4,2.5,95.0,278.0,0.6,0.0
18/09/2024,5,3.3,93.0,211.0,2.7,0.0
18/09/2024,6,1.8,93.0,230.0,2.4,0.0
18/09/2024,7,2.7,95.0,310.0,1.9,0.0
18/09/2024,8,5.7,80.0,226.0,3.8,0.0
18/09/2024,9,8.3,69.0,220.0,9.3,0.0
18/09/2024,10,12.4,56.0,223.0,7.7,0.0
18/09/2024,11,16.3,47.0,192.0,4.6,0.0
18/09/2024,12,19.4,39.0,179.0,4.8,0.0
18/09/2024,13,18.2,39.0,135.0,6.6,0.0
18/09/2024,14,17.5,45.0,74.0,4.5,0.0
18/09/2024,15,17.7,51.0,36.0,4.7,0.0
18/09/2024,16,17.4,50.0,35.0,6.3,0.0
18/09/2024,17,16.7,53.0,58.0,5.8,0.0
18/09/2024,18,15.3,58.0,35.0,4.9,0.0
18/09/2024,19,12.1,72.0,50.0,4.6,0.0
18/09/2024,20,8.8,84.0,354.0,2.0,0.0
18/09/2024,21,7.3,88.0,22.0,2.0,0.0
18/09/2024,22,5.8,91.0,121.0,0.5,0.0
18/09/2024,23,4.3,92.0,54.0,0.6,0.0
19/09/2024,0,3.2,94.0,22.0,1.1,0.0
19/09/2024,1,2.6,96.0,25.0,1.3,0.0
19/09/2024,2,3.7,87.0,235.0,2.8,0.0
19/09/2024,3,2.4,93.0,359.0,1.5,0.0
19/09/2024,4,4.6,84.0,286.0,3.8,0.0
19/09/2024,5,4.3,85.0,235.0,5.8,0.0
19/09/2024,6,2.7,89.0,224.0,3.9,0.0
19/09/2024,7,4.1,86.0,215.0,5.2,0.0
19/09/2024,8,5.2,81.0,214.0,5.8,0.0
19/09/2024,9,7.2,76.0,220.0,8.5,0.0
19/09/2024,10,12.2,56.0,213.0,9.8,0.0
19/09/2024,11,16.0,42.0,222.0,9.5,0.0
19/09/2024,12,17.0,34.0,229.0,11.0,0.0
19/09/2024,13,16.5,33.0,225.0,13.0,0.0
19/09/2024,14,16.1,37.0,229.0,12.8,0.0
19/09/2024,15,15.9,36.0,231.0,11.5,0.0
19/09/2024,16,15.8,40.0,239.0,8.7,0.0
19/09/2024,17,15.1,40.0,233.0,10.1,0.0
19/09/2024,18,14.3,44.0,235.0,8.3,0.0
19/09/2024,19,14.1,40.0,244.0,7.3,0.0
19/09/2024,20,8.8,80.0,299.0,8.3,0.4
19/09/2024,21,8.8,80.0,304.0,3.1,0.0
19/09/2024,22,7.0,93.0,268.0,5.5,1.9
19/09/2024,23,6.1,95.0,254.0,2.6,0.0
20/09/2024,0,6.7,94.0,230.0,7.3,0.2
20/09/2024,1,6.1,93.0,229.0,6.6,0.2
20/09/2024,2,4.8,95.0,236.0,3.9,0.0
20/09/2024,3,5.0,96.0,302.0,2.3,0.0
20/09/2024,4,5.2,95.0,247.0,4.4,0.0
20/09/2024,5,5.0,95.0,242.0,5.2,0.0
20/09/2024,6,4.9,94.0,232.0,6.0,0.0
20/09/2024,7,5.2,93.0,222.0,7.8,0.0
20/09/2024,8,4.9,94.0,239.0,8.5,0.1
20/09/2024,9,4.9,92.0,246.0,5.0,0.3
20/09/2024,10,7.4,78.0,242.0,6.1,0.0
20/09/2024,11,3.8,86.0,6.0,7.6,0.5
20/09/2024,12,4.1,91.0,210.0,6.5,2.7
20/09/2024,13,6.5,83.0,229.0,9.1,0.0
20/09/2024,14,6.8,77.0,222.0,11.3,0.0
20/09/2024,15,6.1,79.0,228.0,11.0,0.0
20/09/2024,16,8.3,65.0,235.0,6.4,0.0
20/09/2024,17,6.6,79.0,316.0,3.7,0.0
20/09/2024,18,6.1,79.0,307.0,3.6,0.0
20/09/2024,19,3.5,87.0,319.0,3.8,0.0
20/09/2024,20,2.7,91.0,284.0,3.2,0.0
20/09/2024,21,1.1,95.0,314.0,2.2,0.0
20/09/2024,22,-0.5,96.0,294.0,1.7,0.0
20/09/2024,23,-1.5,97.0,228.0,1.1,0.0
21/09/2024,0,-1.8,97.0,352.0,1.3,0.0
21/09/2024,1,-1.4,98.0,272.0,1.1,0.0
21/09/2024,2,-1.0,98.0,207.0,3.7,0.0
21/09/2024,3,-1.3,98.0,220.0,5.3,0.0
21/09/2024,4,-1.4,98.0,221.0,4.0,0.0
21/09/2024,5,-1.6,98.0,230.0,4.3,0.0
21/09/2024,6,-1.8,98.0,202.0,3.6,0.0
21/09/2024,7,-1.8,98.0,226.0,3.6,0.0
21/09/2024,8,-0.9,95.0,231.0,6.5,0.0
21/09/2024,9,0.9,86.0,229.0,9.2,0.0
21/09/2024,10,5.1,69.0,224.0,13.7,0.0
21/09/2024,11,8.3,58.0,223.0,12.0,0.0
21/09/2024,12,11.2,45.0,215.0,12.5,0.0
21/09/2024,13,12.5,39.0,227.0,13.2,0.0
21/09/2024,14,13.6,36.0,231.0,12.8,0.0
21/09/2024,15,14.0,38.0,231.0,12.8,0.0
21/09/2024,16,14.5,40.0,227.0,14.3,0.0
21/09/2024,17,13.9,40.0,230.0,14.0,0.0
21/09/2024,18,11.1,49.0,237.0,9.3,0.0
21/09/2024,19,10.0,53.0,231.0,9.4,0.0
21/09/2024,20,9.2,56.0,224.0,8.4,0.0
21/09/2024,21,8.0,61.0,230.0,8.4,0.0
21/09/2024,22,7.0,67.0,242.0,3.2,0.0
21/09/2024,23,6.4,69.0,246.0,4.1,0.0
22/09/2024,0,5.1,82.0,344.0,3.4,0.0
22/09/2024,1,6.6,72.0,187.0,5.0,0.0
22/09/2024,2,7.4,67.0,228.0,7.3,0.0
22/09/2024,3,8.1,64.0,239.0,8.5,0.0
22/09/2024,4,7.8,67.0,235.0,7.7,0.0
22/09/2024,5,7.6,69.0,231.0,8.2,0.0
22/09/2024,6,7.9,67.0,238.0,8.8,0.0
22/09/2024,7,7.7,68.0,229.0,11.8,0.0
22/09/2024,8,8.7,64.0,224.0,9.7,0.0
22/09/2024,9,9.7,63.0,224.0,11.1,0.0
22/09/2024,10,11.7,56.0,230.0,11.5,0.0
22/09/2024,11,13.7,50.0,233.0,13.2,0.0
22/09/2024,12,15.3,48.0,228.0,12.6,0.0
22/09/2024,13,15.7,43.0,237.0,14.0,0.0
22/09/2024,14,15.2,46.0,228.0,14.3,0.0
22/09/2024,15,15.2,47.0,229.0,12.5,0.0
22/09/2024,16,14.6,48.0,232.0,14.6,0.0
22/09/2024,17,14.6,46.0,236.0,13.6,0.0
22/09/2024,18,13.9,50.0,249.0,9.9,0.0
22/09/2024,19,13.2,54.0,250.0,9.9,0.0
22/09/2024,20,11.9,62.0,247.0,7.6,0.0
22/09/2024,21,10.9,68.0,229.0,8.4,0.0
22/09/2024,22,10.6,70.0,228.0,7.7,0.0
22/09/2024,23,9.9,73.0,245.0,6.5,0.0
23/09/2024,0,9.4,75.0,246.0,5.9,0.0
23/09/2024,1,9.4,76.0,241.0,6.3,0.0
23/09/2024,2,9.3,76.0,241.0,6.1,0.0
23/09/2024,3,9.3,75.0,232.0,8.1,0.0
23/09/2024,4,8.6,78.0,233.0,7.6,0.0
23/09/2024,5,8.2,81.0,221.0,7.0,0.0
23/09/2024,6,8.3,80.0,227.0,8.1,0.0
23/09/2024,7,9.1,76.0,228.0,8.3,0.0
23/09/2024,8,9.7,74.0,226.0,8.9,0.0
23/09/2024,9,11.1,69.0,226.0,9.5,0.0
23/09/2024,10,13.1,61.0,227.0,12.4,0.0
23/09/2024,11,15.1,49.0,232.0,13.3,0.0
23/09/2024,12,15.3,52.0,231.0,14.2,0.0
23/09/2024,13,16.9,47.0,225.0,16.1,0.0
23/09/2024,14,16.9,47.0,228.0,16.5,0.0
23/09/2024,15,16.5,51.0,218.0,16.0,0.0
23/09/2024,16,16.1,53.0,225.0,16.7,0.0
23/09/2024,17,16.0,55.0,222.0,14.0,0.0
23/09/2024,18,15.8,55.0,224.0,14.2,0.0
23/09/2024,19,15.6,56.0,224.0,12.3,0.0
23/09/2024,20,14.9,59.0,241.0,7.3,0.0
23/09/2024,21,14.2,62.0,230.0,9.2,0.0
23/09/2024,22,13.4,65.0,226.0,8.1,0.0
23/09/2024,23,13.3,66.0,233.0,5.3,0.0
24/09/2024,0,14.7,59.0,248.0,11.3,0.0
24/09/2024,1,14.6,59.0,236.0,10.1,0.0
24/09/2024,2,13.7,65.0,232.0,7.2,0.0
24/09/2024,3,13.2,68.0,222.0,7.6,0.0
24/09/2024,4,13.8,67.0,223.0,6.9,0.0
24/09/2024,5,13.4,66.0,221.0,8.3,0.0
24/09/2024,6,12.3,71.0,228.0,6.6,0.0
24/09/2024,7,11.4,75.0,228.0,6.8,0.0
24/09/2024,8,11.6,75.0,214.0,7.7,0.0
24/09/2024,9,11.9,76.0,218.0,9.1,0.0
24/09/2024,10,14.6,70.0,216.0,8.8,0.0
24/09/2024,11,19.4,50.0,209.0,7.3,0.0
24/09/2024,12,20.9,40.0,221.0,11.2,0.0
24/09/2024,13,22.1,35.0,223.0,15.8,0.0
24/09/2024,14,22.6,32.0,231.0,16.0,0.0
24/09/2024,15,21.0,32.0,240.0,12.6,0.0
24/09/2024,16,22.5,33.0,245.0,12.2,0.0
24/09/2024,17,22.2,35.0,246.0,13.0,0.0
24/09/2024,18,20.8,38.0,243.0,12.0,0.0
24/09/2024,19,20.4,41.0,247.0,11.0,0.0
24/09/2024,20,19.2,45.0,241.0,9.5,0.0
24/09/2024,21,17.3,52.0,232.0,9.9,0.0
24/09/2024,22,15.5,59.0,233.0,8.7,0.0
24/09/2024,23,14.7,62.0,225.0,10.9,0.0
25/09/2024,0,13.3,67.0,231.0,10.6,0.0
25/09/2024,1,12.8,70.0,229.0,12.2,0.0
25/09/2024,2,12.5,71.0,224.0,10.3,0.0
25/09/2024,3,13.3,68.0,225.0,9.5,0.0
25/09/2024,4,12.2,73.0,218.0,7.9,0.0
25/09/2024,5,12.3,73.0,210.0,7.8,0.0
25/09/2024,6,12.3,71.0,216.0,8.3,0.0
25/09/2024,7,13.1,67.0,218.0,8.9,0.0
25/09/2024,8,15.7,58.0,230.0,9.7,0.0
25/09/2024,9,20.0,45.0,232.0,12.3,0.0
25/09/2024,10,22.4,34.0,235.0,14.9,0.0
25/09/2024,11,23.4,29.0,223.0,21.5,0.0
25/09/2024,12,23.6,27.0,220.0,22.8,0.0
25/09/2024,13,23.1,27.0,233.0,21.0,0.0
25/09/2024,14,24.1,25.0,229.0,18.4,0.0
25/09/2024,15,24.0,23.0,224.0,18.6,0.0
25/09/2024,16,23.7,21.0,214.0,16.0,0.0
25/09/2024,17,22.1,21.0,212.0,17.5,0.0
25/09/2024,18,21.0,22.0,213.0,12.2,0.0
25/09/2024,19,20.5,25.0,221.0,12.1,0.0
25/09/2024,20,17.7,36.0,289.0,13.0,0.0
25/09/2024,21,15.0,51.0,261.0,8.3,0.0
25/09/2024,22,11.6,81.0,235.0,9.4,0.5
25/09/2024,23,12.2,76.0,223.0,12.0,0.0
26/09/2024,0,11.8,77.0,236.0,9.4,0.0
26/09/2024,1,12.3,72.0,238.0,9.3,0.0
26/09/2024,2,8.8,89.0,263.0,9.2,1.7
26/09/2024,3,8.2,85.0,248.0,7.6,0.5
26/09/2024,4,8.6,77.0,248.0,8.1,0.0
26/09/2024,5,8.3,87.0,222.0,7.2,0.0
26/09/2024,6,7.4,88.0,248.0,8.3,0.6
26/09/2024,7,7.1,93.0,240.0,5.6,0.5
26/09/2024,8,6.6,93.0,0.0,1.7,0.0
26/09/2024,9,6.8,90.2,0.0,1.8,0.0
26/09/2024,10,7.5,85.8,0.0,5.6,0.0
26/09/2024,11,8.8,77.2,0.0,6.8,0.0
26/09/2024,12,8.8,64.1,0.0,8.7,0.0
26/09/2024,13,12.9,43.0,220.0,15.3,0.0
26/09/2024,14,12.6,44.0,222.0,17.8,0.0
26/09/2024,15,13.0,36.0,225.0,17.3,0.0
26/09/2024,16,13.0,34.0,231.0,16.4,0.0
26/09/2024,17,11.5,42.0,231.0,14.3,0.0
26/09/2024,18,11.5,41.0,233.0,12.0,0.0
26/09/2024,19,11.3,40.0,232.0,17.5,0.0
26/09/2024,20,10.5,43.0,242.0,12.9,0.0
26/09/2024,21,10.0,50.0,247.0,12.3,0.0
26/09/2024,22,7.8,68.0,251.0,10.6,0.0
26/09/2024,23,6.7,77.0,250.0,8.1,0.0
27/09/2024,0,6.1,83.0,249.0,6.8,0.2
27/09/2024,1,6.5,83.0,242.0,9.4,0.0
27/09/2024,2,10.5,53.0,240.0,14.8,0.0
27/09/2024,3,11.5,48.0,238.0,18.8,0.0
27/09/2024,4,11.9,44.0,242.0,17.5,0.0
27/09/2024,5,12.0,42.0,238.0,15.7,0.0
27/09/2024,6,12.2,39.0,242.0,15.4,0.0
27/09/2024,7,12.2,39.0,238.0,14.4,0.0
27/09/2024,8,12.4,39.0,239.0,13.1,0.0
27/09/2024,9,12.7,40.0,239.0,14.1,0.0
27/09/2024,10,12.7,38.0,236.0,12.6,0.0
27/09/2024,11,13.0,37.0,241.0,11.7,0.0
27/09/2024,12,13.6,35.0,257.0,13.6,0.0
27/09/2024,13,14.5,30.0,257.0,14.0,0.0
27/09/2024,14,14.9,29.0,243.0,15.8,0.0
27/09/2024,15,15.1,30.0,223.0,20.1,0.0
27/09/2024,16,15.2,28.0,223.0,19.5,0.0
27/09/2024,17,14.5,28.0,229.0,17.1,0.0
27/09/2024,18,13.1,32.0,242.0,11.9,0.0
27/09/2024,19,12.3,35.0,238.0,8.6,0.0
27/09/2024,20,10.6,40.0,235.0,10.5,0.0
27/09/2024,21,10.0,43.0,235.0,11.5,0.0
27/09/2024,22,9.5,44.0,235.0,11.6,0.0
27/09/2024,23,8.4,49.0,232.0,13.1,0.0
28/09/2024,0,7.7,51.0,226.0,12.0,0.0
28/09/2024,1,5.6,60.0,208.0,8.1,0.0
28/09/2024,2,3.8,68.0,213.0,8.2,0.0
28/09/2024,3,1.8,75.0,273.0,3.8,0.0
28/09/2024,4,0.5,80.0,264.0,1.1,0.0
28/09/2024,5,-0.8,86.0,228.0,1.6,0.0
28/09/2024,6,-1.1,90.0,208.0,2.0,0.0
28/09/2024,7,-2.5,92.0,201.0,1.0,0.0
28/09/2024,8,1.1,80.0,108.0,1.8,0.0
28/09/2024,9,7.1,49.0,74.0,5.0,0.0
28/09/2024,10,9.4,43.0,57.0,7.8,0.0
28/09/2024,11,11.2,39.0,59.0,9.0,0.0
28/09/2024,12,12.4,35.0,70.0,7.5,0.0
28/09/2024,13,13.8,34.0,49.0,7.9,0.0
28/09/2024,14,15.3,34.0,58.0,8.3,0.0
28/09/2024,15,15.4,32.0,107.0,7.9,0.0
28/09/2024,16,15.2,33.0,86.0,9.1,0.0
28/09/2024,17,14.5,35.0,71.0,8.7,0.0
28/09/2024,18,11.1,51.0,46.0,7.4,0.0
28/09/2024,19,8.0,65.0,25.0,5.2,0.0
28/09/2024,20,7.9,65.0,43.0,5.0,0.0
28/09/2024,21,6.1,72.0,50.0,4.1,0.0
28/09/2024,22,4.0,77.0,26.0,3.0,0.0
28/09/2024,23,3.0,83.0,7.0,0.4,0.0
29/09/2024,0,7.7,67.0,270.0,4.0,0.0
29/09/2024,1,4.7,89.0,86.0,3.8,0.0
29/09/2024,2,5.2,91.0,63.0,2.1,0.0
29/09/2024,3,5.9,92.0,4.0,1.9,0.0
29/09/2024,4,8.6,86.0,223.0,10.1,0.0
29/09/2024,5,9.1,87.0,226.0,10.0,0.0
29/09/2024,6,9.1,89.0,234.0,8.9,0.0
29/09/2024,7,9.3,81.0,227.0,8.3,0.1
29/09/2024,8,8.7,90.0,216.0,6.9,0.3
29/09/2024,9,9.3,83.0,214.0,8.2,0.3
29/09/2024,10,10.2,77.0,215.0,12.2,0.0
29/09/2024,11,10.9,57.0,233.0,13.5,0.0
29/09/2024,12,12.3,39.0,238.0,14.7,0.0
29/09/2024,13,13.9,23.0,236.0,18.0,0.0
29/09/2024,14,13.7,23.0,238.0,16.4,0.0
29/09/2024,15,11.7,25.0,238.0,16.1,0.0
29/09/2024,16,8.1,44.0,295.0,11.4,0.0
29/09/2024,17,5.7,66.0,243.0,13.0,0.0
29/09/2024,18,5.8,62.0,232.0,11.8,0.0
29/09/2024,19,6.4,50.0,233.0,6.9,0.0
29/09/2024,20,6.2,50.0,260.0,7.1,0.0
29/09/2024,21,6.0,49.0,243.0,6.5,0.0
29/09/2024,22,5.7,47.0,253.0,6.4,0.0
29/09/2024,23,6.0,42.0,252.0,6.5,0.0
30/09/2024,0,4.7,46.0,245.0,7.5,0.0
30/09/2024,1,4.9,49.0,263.0,5.1,0.0
30/09/2024,2,5.2,45.0,244.0,7.0,0.0
30/09/2024,3,4.1,51.0,229.0,8.7,0.0
30/09/2024,4,3.8,52.0,250.0,4.2,0.0
30/09/2024,5,4.1,51.0,251.0,4.9,0.0
30/09/2024,6,4.2,50.0,245.0,7.5,0.0
30/09/2024,7,3.3,54.0,231.0,8.5,0.0
30/09/2024,8,4.0,51.0,228.0,9.0,0.0
30/09/2024,9,6.3,40.0,235.0,10.7,0.0
30/09/2024,10,6.9,34.0,226.0,16.0,0.0
30/09/2024,11,8.5,32.0,223.0,14.2,0.0
30/09/2024,12,8.9,30.0,212.0,17.2,0.0
30/09/2024,13,9.2,27.0,222.0,19.8,0.0
30/09/2024,14,9.3,27.0,224.0,18.2,0.0
30/09/2024,15,10.0,27.0,224.0,19.2,0.0
30/09/2024,16,9.0,29.0,220.0,17.8,0.0
30/09/2024,17,9.0,29.0,225.0,16.5,0.0
30/09/2024,18,7.3,35.0,235.0,13.8,0.0
30/09/2024,19,7.0,34.0,245.0,9.5,0.0
30/09/2024,20,7.0,35.0,242.0,9.8,0.0
30/09/2024,21,6.8,36.0,231.0,13.0,0.0
30/09/2024,22,7.0,38.0,232.0,14.0,0.0
30/09/2024,23,7.2,41.0,241.0,11.9,0.0
